lambda,bpp,psnr,mse
0.001,0.6734761583805084,32.350618343776254,0.0005820203444454819
0.005,0.6734761548042297,32.350618343776254,0.0005820203444454819
0.01,0.6734761488437653,32.350618343776254,0.0005820203444454819
0.05,0.6734761571884156,32.350618343776254,0.0005820203444454819
0.1,0.6734761548042297,32.350618343776254,0.0005820203444454819
0.5,0.6734761548042297,32.350618343776254,0.0005820203444454819
1.0,0.6734761571884156,32.350618343776254,0.0005820203444454819
5.0,0.6734761595726013,32.350618343776254,0.0005820203444454819
10.0,0.6734761536121369,32.350618343776254,0.0005820203444454819
